"","top.ns.time_ID..df.1","top.ns.time_ID..df.2","top.ns.time_ID..df.3","top.AveExpr","top.F","top.P.Value","top.adj.P.Val"
"FBgn0030396",0.691695893360745,0.945663583263652,0.701700397404002,5.63007774659936,10.7520961991733,0.000365035299960572,0.0152837192348632
"FBgn0035678",0.885127143334809,-0.124174815566282,0.896663606094526,2.52505594293874,10.747276911024,0.000365908982020441,0.0152837192348632
"FBgn0052283",1.83129073160853,6.62442698718093,0.639101496487416,0.958427503998724,10.7429637750567,0.000366692889049288,0.0152837192348632
"FBgn0250820",-0.581000899340122,0.587444427846412,-0.542492792231214,6.16549349360144,10.7286725648506,0.000369303758953266,0.0152837192348632
"FBgn0029943",0.350606056475019,0.714799981200111,0.316634267773407,3.60100849637395,10.7180327050192,0.000371261071421831,0.0152837192348632
"FBgn0036662",-0.347215646129735,0.278206638335726,-0.331802244013099,5.99686952867239,10.716510291845,0.000371542083252774,0.0152837192348632
"FBgn0027602",0.295004187622203,1.44374050159914,-0.0377505313300527,2.85763018935972,10.7060609107254,0.000373477298684,0.0152837192348632
"FBgn0037678",1.06795948192389,0.595392707392357,0.706034044005146,5.95549159490057,10.7020722177695,0.000374218973208535,0.0152837192348632
"FBgn0262009",-0.40725642614406,-0.626619512986907,-0.465497226666354,3.88262497684288,10.6947728593543,0.000375580518692007,0.0152837192348632
"FBgn0266129",-0.605274396480176,-0.596041188411665,-0.154879524041556,2.454548372099,10.6877862134112,0.000376888928188774,0.0152837192348632
"FBgn0000455",0.505151164553414,0.64769463523034,0.355871846797595,5.97292965799552,10.6876052002639,0.000376922894765736,0.0152837192348632
"FBgn0038236",0.604489063134074,2.94145888380262,-0.271505526805941,6.93072283535053,10.6867153282248,0.0003770899264192,0.0152837192348632
"FBgn0028542",1.49586134750218,1.26540952987591,0.663135255712059,2.42030297804796,10.6761411232326,0.000379081089245217,0.0152837192348632
"FBgn0039175",0.0817675322084952,0.799718457080751,-0.0754576766872042,4.92689797769924,10.6756983662275,0.000379164718317692,0.0152837192348632
"FBgn0023529",-0.401178833585676,0.602620977917845,-0.370383092614429,8.35279506457471,10.6628275425639,0.000381604838690366,0.0152887071924056
"FBgn0030484",0.895861895784294,0.318066863371543,0.678609240173484,7.98677583877419,10.6623048108146,0.000381704311669445,0.0152887071924056
"FBgn0029990",1.39422840424952,-0.318793898650006,1.18061248854938,10.6566948549475,10.6480192519909,0.000384434038758604,0.0153060825049604
"FBgn0037215",0.57745385883894,0.55691818382815,0.388783452137371,6.46896919081886,10.6473799575657,0.000384556706690163,0.0153060825049604
"FBgn0262142",0.582495312655687,4.45840756785651,0.608687099678091,-0.829827685368502,10.613997548126,0.000391023401143288,0.0155146808409737
"FBgn0035445",-0.169075738612713,2.47187942204489,-0.0431135388130066,2.23413757066338,10.5614462416768,0.000401451441944823,0.0158786590646738
